Symbol,Model,Request Time,Prompt,Response Time,Analysis,Majority,Exec Time (s)
CDNS,mistral:7b,2025-07-05 17:51:29,"Analyze the following news for sentiment (positive, negative, neutral) for the stock CDNS. Respond with one word: positive, negative, or neutral.
News: How Should You Play CDNS Stock as US Lifts Export Restrictions on Cadence Design Systems? ",2025-07-05 17:51:35,neutral,neutral,6.464
CDNS,llama3.2:latest,2025-07-05 17:51:35,"Analyze the following news for sentiment (positive, negative, neutral) for the stock CDNS. Respond with one word: positive, negative, or neutral.
News: How Should You Play CDNS Stock as US Lifts Export Restrictions on Cadence Design Systems? ",2025-07-05 17:51:38,positive,neutral,3.180
CDNS,gemma3:1b,2025-07-05 17:51:38,"Analyze the following news for sentiment (positive, negative, neutral) for the stock CDNS. Respond with one word: positive, negative, or neutral.
News: Cadence Design Systems, Synopsys Shares Rise As US Lifts Chip Design Restrictions On China ",2025-07-05 17:51:41,positive,positive,2.578
CDNS,mistral:7b,2025-07-05 17:51:41,"Analyze the following news for sentiment (positive, negative, neutral) for the stock CDNS. Respond with one word: positive, negative, or neutral.
News: Cadence Design Systems, Synopsys Shares Rise As US Lifts Chip Design Restrictions On China ",2025-07-05 17:51:46,positive,positive,5.400
CDNS,llama3.2:latest,2025-07-05 17:51:46,"Analyze the following news for sentiment (positive, negative, neutral) for the stock CDNS. Respond with one word: positive, negative, or neutral.
News: Cadence Design Systems, Synopsys Shares Rise As US Lifts Chip Design Restrictions On China ",2025-07-05 17:51:50,positive,positive,3.154
CDNS,gemma3:1b,2025-07-05 17:51:50,"Analyze the following news for sentiment (positive, negative, neutral) for the stock CDNS. Respond with one word: positive, negative, or neutral.
News: This Is the Best Vanguard ETF to Buy Right Now, and It's Not Even Close ",2025-07-05 17:51:52,positive,positive,2.489
CDNS,mistral:7b,2025-07-05 17:51:52,"Analyze the following news for sentiment (positive, negative, neutral) for the stock CDNS. Respond with one word: positive, negative, or neutral.
News: This Is the Best Vanguard ETF to Buy Right Now, and It's Not Even Close ",2025-07-05 17:51:57,positive,positive,4.861
CDNS,llama3.2:latest,2025-07-05 17:51:57,"Analyze the following news for sentiment (positive, negative, neutral) for the stock CDNS. Respond with one word: positive, negative, or neutral.
News: This Is the Best Vanguard ETF to Buy Right Now, and It's Not Even Close ",2025-07-05 17:52:00,neutral,positive,3.129
IBIT,gemma3:1b,2025-07-05 17:52:00,"Analyze the following news for sentiment (positive, negative, neutral) for the stock IBIT. Respond with one word: positive, negative, or neutral.
News: Bitcoin: For Volatile IBIT ETF, Employ A Sell Strategy For Income ",2025-07-05 17:52:03,negative,negative,2.715
IBIT,mistral:7b,2025-07-05 17:52:03,"Analyze the following news for sentiment (positive, negative, neutral) for the stock IBIT. Respond with one word: positive, negative, or neutral.
News: Bitcoin: For Volatile IBIT ETF, Employ A Sell Strategy For Income ",2025-07-05 17:52:10,negative,negative,7.188
IBIT,llama3.2:latest,2025-07-05 17:52:10,"Analyze the following news for sentiment (positive, negative, neutral) for the stock IBIT. Respond with one word: positive, negative, or neutral.
News: Bitcoin: For Volatile IBIT ETF, Employ A Sell Strategy For Income ",2025-07-05 17:52:14,negative,negative,3.758
IBIT,gemma3:1b,2025-07-05 17:52:14,"Analyze the following news for sentiment (positive, negative, neutral) for the stock IBIT. Respond with one word: positive, negative, or neutral.
News: BlackRock’s Bitcoin ETF Generating More Revenue Than its Flagship S&P 500 Fund ",2025-07-05 17:52:17,negative,negative,2.528
IBIT,mistral:7b,2025-07-05 17:52:17,"Analyze the following news for sentiment (positive, negative, neutral) for the stock IBIT. Respond with one word: positive, negative, or neutral.
News: BlackRock’s Bitcoin ETF Generating More Revenue Than its Flagship S&P 500 Fund ",2025-07-05 17:52:22,positive,negative,5.431
IBIT,llama3.2:latest,2025-07-05 17:52:22,"Analyze the following news for sentiment (positive, negative, neutral) for the stock IBIT. Respond with one word: positive, negative, or neutral.
News: BlackRock’s Bitcoin ETF Generating More Revenue Than its Flagship S&P 500 Fund ",2025-07-05 17:52:25,negative,negative,3.065
IBIT,gemma3:1b,2025-07-05 17:52:25,"Analyze the following news for sentiment (positive, negative, neutral) for the stock IBIT. Respond with one word: positive, negative, or neutral.
News: Beat Holdings Reports Valuation Gain on Bitcoin ETF Holdings ",2025-07-05 17:52:27,neutral,neutral,2.382
IBIT,mistral:7b,2025-07-05 17:52:27,"Analyze the following news for sentiment (positive, negative, neutral) for the stock IBIT. Respond with one word: positive, negative, or neutral.
News: Beat Holdings Reports Valuation Gain on Bitcoin ETF Holdings ",2025-07-05 17:52:32,positive,neutral,4.188
IBIT,llama3.2:latest,2025-07-05 17:52:32,"Analyze the following news for sentiment (positive, negative, neutral) for the stock IBIT. Respond with one word: positive, negative, or neutral.
News: Beat Holdings Reports Valuation Gain on Bitcoin ETF Holdings ",2025-07-05 17:52:34,neutral,neutral,2.795
OKLO,gemma3:1b,2025-07-05 17:52:35,"Analyze the following news for sentiment (positive, negative, neutral) for the stock OKLO. Respond with one word: positive, negative, or neutral.
News: Nuclear Startup Hits All-Time High On Government Deal But Falls Late For This Reason ",2025-07-05 17:52:37,negative,negative,2.763
OKLO,mistral:7b,2025-07-05 17:52:37,"Analyze the following news for sentiment (positive, negative, neutral) for the stock OKLO. Respond with one word: positive, negative, or neutral.
News: Nuclear Startup Hits All-Time High On Government Deal But Falls Late For This Reason ",2025-07-05 17:52:47,negative,negative,9.598
OKLO,llama3.2:latest,2025-07-05 17:52:47,"Analyze the following news for sentiment (positive, negative, neutral) for the stock OKLO. Respond with one word: positive, negative, or neutral.
News: Nuclear Startup Hits All-Time High On Government Deal But Falls Late For This Reason ",2025-07-05 17:52:51,neutral,negative,4.304
OKLO,gemma3:1b,2025-07-05 17:52:51,"Analyze the following news for sentiment (positive, negative, neutral) for the stock OKLO. Respond with one word: positive, negative, or neutral.
News: GE Vernova, Other Power Stocks Weigh on the S&P 500 ",2025-07-05 17:52:54,negative,negative,2.496
OKLO,mistral:7b,2025-07-05 17:52:54,"Analyze the following news for sentiment (positive, negative, neutral) for the stock OKLO. Respond with one word: positive, negative, or neutral.
News: GE Vernova, Other Power Stocks Weigh on the S&P 500 ",2025-07-05 17:52:59,negative,negative,5.137
OKLO,llama3.2:latest,2025-07-05 17:52:59,"Analyze the following news for sentiment (positive, negative, neutral) for the stock OKLO. Respond with one word: positive, negative, or neutral.
News: GE Vernova, Other Power Stocks Weigh on the S&P 500 ",2025-07-05 17:53:02,neutral.,negative,3.202
OKLO,gemma3:1b,2025-07-05 17:53:02,"Analyze the following news for sentiment (positive, negative, neutral) for the stock OKLO. Respond with one word: positive, negative, or neutral.
News: Oklo Just Announced a New Nuclear Fuel Deal. Is OKLO Stock a Buy Here? ",2025-07-05 17:53:05,positive,negative,2.718
OKLO,mistral:7b,2025-07-05 17:53:05,"Analyze the following news for sentiment (positive, negative, neutral) for the stock OKLO. Respond with one word: positive, negative, or neutral.
News: Oklo Just Announced a New Nuclear Fuel Deal. Is OKLO Stock a Buy Here? ",2025-07-05 17:53:16,"neutral (based on provided information, no specific sentiment towards oklo's stock is expressed in the news)",negative,11.126
OKLO,llama3.2:latest,2025-07-05 17:53:16,"Analyze the following news for sentiment (positive, negative, neutral) for the stock OKLO. Respond with one word: positive, negative, or neutral.
News: Oklo Just Announced a New Nuclear Fuel Deal. Is OKLO Stock a Buy Here? ",2025-07-05 17:53:19,negative,negative,3.148
